         3789495 function calls (3566026 primitive calls) in 302.661 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.121    0.040 /home/ali/venv/lib/python3.12/site-packages/numba/core/cpu.py:225(get_executable)
        3    0.000    0.000    0.121    0.040 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:975(get_pointer_to_function)
     13/9    0.000    0.000    0.116    0.013 <frozen importlib._bootstrap>:911(_load_unlocked)
     1078    0.114    0.000    0.114    0.000 {built-in method posix.stat}
    50258    0.094    0.000    0.111    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/tokenizer.py:335(<genexpr>)
      238    0.000    0.000    0.111    0.000 <frozen genericpath>:16(exists)
   1609/1    0.017    0.000    0.110    0.110 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:427(parse_sequence)
        1    0.000    0.000    0.110    0.110 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:803(parse_paren)
        1    0.000    0.000    0.109    0.109 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:4175(_empty_nd_impl)
        1    0.000    0.000    0.106    0.106 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:876(compile_internal)
        1    0.000    0.000    0.104    0.104 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:847(compile_subroutine)
        1    0.000    0.000    0.104    0.104 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:809(_compile_subroutine_no_cache)
   134/83    0.010    0.000    0.102    0.001 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/VideoClip.py:884(__init__)
       68    0.000    0.000    0.101    0.001 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/io/ffmpeg_reader.py:188(close)
     2136    0.099    0.000    0.099    0.000 {built-in method torch._C._nn.scaled_dot_product_attention}
        4    0.000    0.000    0.096    0.024 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:739(finalize)
        1    0.000    0.000    0.096    0.096 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler.py:811(compile_internal)
    32823    0.034    0.000    0.095    0.000 /usr/lib/python3.12/enum.py:1562(__and__)
     12/9    0.000    0.000    0.095    0.011 <frozen importlib._bootstrap_external>:989(exec_module)
642220/640577    0.084    0.000    0.094    0.000 {built-in method builtins.isinstance}
       24    0.000    0.000    0.094    0.004 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/compositing/transitions.py:14(crossfadein)
       52    0.000    0.000    0.092    0.002 /home/ali/venv/lib/python3.12/site-packages/imageio/__init__.py:67(imread)
       52    0.000    0.000    0.090    0.002 /home/ali/venv/lib/python3.12/site-packages/imageio/v2.py:334(imread)
      182    0.002    0.000    0.087    0.000 /usr/lib/python3.12/subprocess.py:807(__init__)
    50257    0.028    0.000    0.087    0.000 /usr/lib/python3.12/base64.py:65(b64decode)
     6387    0.049    0.000    0.084    0.000 /usr/lib/python3.12/queue.py:154(get)
    72227    0.069    0.000    0.081    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/tools.py:60(is_string)
        1    0.000    0.000    0.079    0.079 /home/ali/venv/lib/python3.12/site-packages/numba/core/lowering.py:273(create_cpython_wrapper)
        1    0.000    0.000    0.079    0.079 /home/ali/venv/lib/python3.12/site-packages/numba/core/cpu.py:181(create_cpython_wrapper)
       12    0.000    0.000    0.077    0.006 <frozen importlib._bootstrap_external>:1062(get_code)
    25211    0.010    0.000    0.076    0.000 {method 'min' of 'numpy.ndarray' objects}
      182    0.003    0.000    0.076    0.000 /usr/lib/python3.12/subprocess.py:1791(_execute_child)
       26    0.000    0.000    0.075    0.003 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/io/VideoFileClip.py:123(close)
    29/28    0.000    0.000    0.074    0.003 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/fx/resize.py:61(resize)
       12    0.000    0.000    0.074    0.006 <frozen importlib._bootstrap_external>:1183(get_data)
       29    0.000    0.000    0.073    0.003 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/VideoClip.py:484(fl_image)
       23    0.000    0.000    0.071    0.003 /usr/lib/python3.12/linecache.py:36(getlines)
        4    0.000    0.000    0.071    0.018 /usr/lib/python3.12/linecache.py:80(updatecache)
        7    0.000    0.000    0.071    0.010 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:723(add_ir_module)
        6    0.000    0.000    0.071    0.012 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/conv.py:374(forward)
        6    0.000    0.000    0.071    0.012 /home/ali/venv/lib/python3.12/site-packages/whisper/model.py:54(_conv_forward)
        6    0.000    0.000    0.070    0.012 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/conv.py:357(_conv_forward)
        6    0.070    0.012    0.070    0.012 {built-in method torch.conv1d}
  369/249    0.001    0.000    0.068    0.000 /usr/lib/python3.12/functools.py:979(__get__)
     3668    0.067    0.000    0.067    0.000 {method 'float' of 'torch._C.TensorBase' objects}
    25211    0.006    0.000    0.067    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/_methods.py:43(_amin)
     3368    0.066    0.000    0.066    0.000 {method 'type' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.065    0.065 /home/ali/venv/lib/python3.12/site-packages/numba/core/callwrapper.py:101(build)
        1    0.000    0.000    0.065    0.065 /home/ali/venv/lib/python3.12/site-packages/numba/core/callwrapper.py:126(build_wrapper)
    14/11    0.000    0.000    0.064    0.006 /usr/lib/python3.12/pkgutil.py:39(walk_packages)
        8    0.000    0.000    0.060    0.007 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:681(run)
       14    0.000    0.000    0.059    0.004 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/driver.py:22(__getattr__)
       14    0.000    0.000    0.058    0.004 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/driver.py:18(_initialize_obj)
        8    0.000    0.000    0.058    0.007 /home/ali/venv/lib/python3.12/site-packages/numba/core/rewrites/registry.py:54(apply)
        1    0.000    0.000    0.058    0.058 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/driver.py:5(_create_driver)
        1    0.000    0.000    0.058    0.058 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.py:370(__init__)
        1    0.000    0.000    0.058    0.058 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.py:79(__init__)
     2152    0.058    0.000    0.058    0.000 {built-in method torch.cat}
     4717    0.004    0.000    0.057    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:1187(parse_escape)
      182    0.057    0.000    0.057    0.000 {built-in method _posixsubprocess.fork_exec}
    13721    0.012    0.000    0.056    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:2484(__init__)
       30    0.055    0.002    0.055    0.002 {method 'repeat' of 'numpy.ndarray' objects}
       31    0.000    0.000    0.055    0.002 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/VideoClip.py:1002(__init__)
        4    0.000    0.000    0.054    0.014 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:781(_finalize_final_module)
       31    0.000    0.000    0.054    0.002 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/shape_base.py:1185(tile)
      687    0.005    0.000    0.054    0.000 /usr/lib/python3.12/idlelib/rpc.py:226(asynccall)
     4717    0.003    0.000    0.052    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:394(make_character)
       99    0.051    0.001    0.051    0.001 {method 'tolist' of 'torch._C.TensorBase' objects}
       89    0.000    0.000    0.051    0.001 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/sparse.py:189(forward)
       89    0.000    0.000    0.051    0.001 /home/ali/venv/lib/python3.12/site-packages/torch/nn/functional.py:2437(embedding)
      153    0.000    0.000    0.051    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:536(__init__)
       89    0.051    0.001    0.051    0.001 {built-in method torch.embedding}
        4    0.000    0.000    0.051    0.013 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:244(run_pass)
     2112    0.009    0.000    0.048    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/model.py:327(save_to_cache)
       19    0.000    0.000    0.048    0.003 /usr/lib/python3.12/pkgutil.py:96(iter_modules)
       52    0.000    0.000    0.048    0.001 /home/ali/venv/lib/python3.12/site-packages/imageio/plugins/pillow.py:151(read)
        6    0.000    0.000    0.048    0.008 /home/ali/venv/lib/python3.12/site-packages/torch/nn/functional.py:5015(pad)
        6    0.048    0.008    0.048    0.008 {built-in method torch._C._nn.pad}
       88    0.048    0.001    0.048    0.001 {method 'argmax' of 'torch._C.TensorBase' objects}
       52    0.000    0.000    0.048    0.001 /home/ali/venv/lib/python3.12/site-packages/imageio/plugins/pillow.py:301(_apply_transforms)
      662    0.003    0.000    0.048    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:1150(__str__)
       87    0.034    0.000    0.048    0.001 /home/ali/venv/lib/python3.12/site-packages/whisper/decoding.py:452(apply)
       19    0.001    0.000    0.048    0.003 /usr/lib/python3.12/pkgutil.py:130(_iter_file_finder_modules)
       26    0.000    0.000    0.046    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1542(infer_constant)
    53/26    0.000    0.000    0.046    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/core/consts.py:24(infer_constant)
    46/21    0.000    0.000    0.046    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/core/consts.py:56(_do_infer)
        1    0.000    0.000    0.046    0.046 /home/ali/venv/lib/python3.12/site-packages/whisper/decoding.py:712(run)
19063/9800    0.016    0.000    0.046    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.046    0.009 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/cache.py:71(has_file)
    98496    0.029    0.000    0.046    0.000 /usr/lib/python3.12/enum.py:1544(_get_value)
        2    0.000    0.000    0.046    0.023 /usr/lib/python3.12/subprocess.py:417(check_output)
       28    0.000    0.000    0.046    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:698(__init__)
      882    0.001    0.000    0.045    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/audio/io/ffmpeg_audiowriter.py:71(write_frames)
        1    0.000    0.000    0.045    0.045 /home/ali/venv/lib/python3.12/site-packages/numba/core/callwrapper.py:20(add_arg)
    50258    0.026    0.000    0.045    0.000 /usr/lib/python3.12/base64.py:34(_bytes_from_decode_data)
        1    0.000    0.000    0.045    0.045 /home/ali/venv/lib/python3.12/site-packages/whisper/decoding.py:680(_main_loop)
        4    0.045    0.011    0.045    0.011 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.045    0.009 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:389(get_call_type)
        2    0.000    0.000    0.045    0.023 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1129(generic)
       15    0.045    0.003    0.045    0.003 {method 'read' of '_io.TextIOWrapper' objects}
       20    0.000    0.000    0.045    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:112(strformat)
        3    0.000    0.000    0.045    0.015 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1075(_get_signature)
       14    0.000    0.000    0.045    0.003 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:611(infer_constant)
        2    0.000    0.000    0.044    0.022 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.py:354(__init__)
       86    0.001    0.000    0.044    0.001 {built-in method numpy.asarray}
        3    0.000    0.000    0.044    0.015 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.py:48(compile_module_from_src)
        5    0.000    0.000    0.044    0.009 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/cache.py:250(get_cache_manager)
        5    0.000    0.000    0.043    0.009 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/cache.py:47(__init__)
        1    0.000    0.000    0.043    0.043 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:1426(to_native_value)
      687    0.005    0.000    0.043    0.000 /usr/lib/python3.12/idlelib/rpc.py:332(putmessage)
       87    0.013    0.000    0.043    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/decoding.py:277(update)
        6    0.000    0.000    0.042    0.007 <frozen os>:200(makedirs)
       21    0.000    0.000    0.042    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:91(get_lines)
        1    0.042    0.042    0.042    0.042 {built-in method torch.exp}
       39    0.000    0.000    0.042    0.001 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/io/ffmpeg_reader.py:76(initialize)
       32    0.000    0.000    0.041    0.001 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:233(__repr__)
       32    0.000    0.000    0.041    0.001 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:207(_get_body_lines)
      662    0.021    0.000    0.041    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:464(format_meter)
       21    0.041    0.002    0.041    0.002 {built-in method posix.listdir}
      115    0.000    0.000    0.040    0.000 /usr/lib/python3.12/pprint.py:57(pformat)
        2    0.040    0.020    0.040    0.020 {method 'to_sparse' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.040    0.040 /home/ali/venv/lib/python3.12/site-packages/whisper/model.py:253(__init__)
      115    0.000    0.000    0.040    0.000 /usr/lib/python3.12/pprint.py:159(pformat)
       52    0.001    0.000    0.040    0.001 /home/ali/venv/lib/python3.12/site-packages/imageio/core/imopen.py:15(imopen)
 2820/115    0.003    0.000    0.039    0.000 /usr/lib/python3.12/pprint.py:171(_format)
     6326    0.003    0.000    0.039    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:384(make_case_flags)
        2    0.000    0.000    0.039    0.020 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/cache.py:82(get_group)
       71    0.000    0.000    0.039    0.001 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1013(__str__)
       71    0.000    0.000    0.039    0.001 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1006(descr)
        4    0.000    0.000    0.038    0.010 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:667(_optimize_final_module)
  143/125    0.000    0.000    0.038    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
       52    0.000    0.000    0.037    0.001 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:747(__array_interface__)
       52    0.001    0.000    0.037    0.001 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:775(tobytes)
10941/4572    0.005    0.000    0.037    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/_utils.py:44(__str__)
       57    0.000    0.000    0.037    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:704(__call__)
       90    0.036    0.000    0.036    0.000 {built-in method torch.arange}
        2    0.036    0.018    0.036    0.018 {built-in method torch.zeros}
       26    0.000    0.000    0.036    0.001 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/VideoClip.py:566(add_mask)
        8    0.000    0.000    0.036    0.004 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:999(descr_body)
       36    0.000    0.000    0.036    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/postproc.py:71(run)
      276    0.001    0.000    0.036    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1172(descr)
        4    0.000    0.000    0.035    0.009 /usr/lib/python3.12/tokenize.py:445(open)
        4    0.000    0.000    0.035    0.009 /usr/lib/python3.12/tokenize.py:352(detect_encoding)
        4    0.000    0.000    0.035    0.009 /usr/lib/python3.12/tokenize.py:376(read_or_stop)
        4    0.035    0.009    0.035    0.009 {method 'readline' of '_io.BufferedReader' objects}
